subject,course_number,title,department_code,cipc_code,hr_low,hr_high,department_desc
EDU,725,Development of Personnel,MED,130401,3,,Masters of Education
EDU,730,Implementing Instruct Strategy,MED,130301,3,,Masters of Education
EDU,735,Integrative Approches to Curr,MED,130301,3,,Masters of Education
EDU,738,Res & Prac Tchng Content Field,MED,130301,3,,Masters of Education
EDU,740,Supervision of Instruction,MED,130401,3,,Masters of Education
EDU,745,"School Law, Standards & Policy",MED,130401,3,,Masters of Education
EDU,750,Nature of Knowled & Curr Integ,MED,130301,3,,Masters of Education
EDU,760,School Business Management,MED,130401,3,,Masters of Education
EDU,785,Field Experience in Edu Ldrshp,MED,130401,3,,Masters of Education
EDU,790,Proj in Integ Curr Instruction,MED,130301,3,,Masters of Education
ENG,50,Basic Writing,ENG,230101,1,3,English
ENG,111,English Composition,ENG,230101,3,,English
ENG,114,Introduction to Literature,ENG,230101,3,,English
ENG,201,Intro to Literary Studies,ENG,230101,3,,English
ENG,202,Methods of Literary Study,ENG,230101,1,,English
ENG,203,Amer Lit: Beginnings to 1865,ENG,230101,3,,English
ENG,204,American Literature: 1865-1965,ENG,230101,3,,English
ENG,210,Classical Literature,ENG,230101,3,,English
ENG,211,European Lit - Eng Translation,ENG,230101,3,,English
ENG,220,Modern & Contemporary Drama,ENG,230101,3,,English
ENG,235,Introduction to Linguistics,ENG,230101,3,,English
ENG,236,English Syntax,ENG,230101,3,,English
ENG,240,Inklings,ENG,230101,3,,English
ENG,245,Journalism,ENG,230101,2,,English
ENG,250,Intro to Creative Writing,ENG,,3,,English
ENG,252,Speech,ENG,230101,2,,English
ENG,266,Reading Film,ENG,230101,3,,English
ENG,272,The American Novel,ENG,230101,3,,English
ENG,275,20th Century African-Amer Lit,ENG,230101,3,,English
ENG,276,Literature Across Cultures,ENG,,3,,English
ENG,299,Special Topics in English,ENG,230101,1,3,English
ENG,301,Creative Writing: Fiction,ENG,,2,,English
ENG,302,Creative Writing: Poetry,ENG,,2,,English
ENG,303,Creative Writing: Nonfiction,ENG,,2,,English
ENG,304,Advanced Composition,ENG,,2,,English
ENG,305,Theories of Composition,ENG,230101,2,3,English
ENG,307,Writing in Hypertext,ENG,230101,2,,English
ENG,308,Brit Novel: Begin Until 1945,ENG,230101,3,,English
ENG,311,Chaucer and the Middle Ages,ENG,230101,3,,English
ENG,318,The Renaissance,ENG,230101,3,,English
ENG,331,The Restoration & 18th Century,ENG,230101,3,,English
ENG,334,British Romanticism,ENG,230101,3,,English
ENG,341,Victorian Poetry and Prose,ENG,230101,3,,English
ENG,343,Amer Lit: Beginnings to 1865,ENG,230101,3,,English
ENG,344,American Literature: 1865-1965,ENG,230101,3,,English
ENG,352,Contemporary Literature,ENG,230101,3,,English
ENG,366,Lit for Child in Early Grades,ENG,230101,1,3,English
ENG,367,Lit for Child in Middle Grades,ENG,230101,3,,English
ENG,380,Critical Theory,ENG,230101,3,,English
ENG,399,Independent Study,ENG,230101,1,3,English
ENG,401,Special Topics in English,ENG,230101,3,,English
ENG,418,Shakespeare,ENG,230101,3,,English
ENG,446,Practicum in Journalism,ENG,230101,1,3,English
ENG,491,SIP: Research,ENG,230101,1,,English
ENG,491E,SIP:Research EDU,ENG,230101,1,,English
ENG,492,Senior Integration Paper,ENG,230101,2,,English
ENG,492E,Senior Integration Paper EDU,ENG,230101,2,,English
FIN,200,Orientation Profssion&Practice,BUS,,3,,Business
FIN,210,Personal Finance,BUS,,3,,Business
FIN,340,Principles of Finance,BUS,450601,3,,Business
FIN,345,Corporate Financial Management,BUS,,3,,Business
FIN,350,Investments,BUS,,3,,Business
FIN,485,Financial Ins & Intermediaries,BUS,,3,,Business
FIN,490,Independent Study,BUS,450601,2,3,Business
FIN,499,Selected Topics,BUS,450601,3,,Business
FL,11X,1st Semester Foreign Language,,,3,4,
FL,12X,2nd Semester Foreign Language,,,3,4,
FRE,0,French Placement Exam,0,,0,,Undeclared
FRE,101,Elementary French I,FL,,4,,Foreign Languages
FRE,102,Elementary French II,FL,,4,,Foreign Languages
FRE,201,Intermediate French I,FL,,3,,Foreign Languages
FRE,202,Intermediate French II,FL,,3,,Foreign Languages
FRE,305,Adv French Conv/Reading,FL,,3,,Foreign Languages
FRE,310,French Conversation,FL,,3,,Foreign Languages
FRE,315,French Conversation & Reading,FL,,3,,Foreign Languages
FRE,320,French Phonetics and Diction,FL,,3,,Foreign Languages
FRE,331,French Civ. & Culture I,FL,,3,,Foreign Languages
FRE,332,French Civ. & Culture II,FL,,3,,Foreign Languages
FRE,340,Adv French Grammar/Composition,FL,,3,,Foreign Languages
FRE,341,French Structure&Stylistics I,FL,,3,,Foreign Languages
FRE,351,French Literature I,FL,,3,,Foreign Languages
FRE,352,French Literature II,FL,,3,,Foreign Languages
FRE,400,Independent Study,FL,,1,4,Foreign Languages
FRE,401,Special Topics,FL,,3,,Foreign Languages
FRE,492,Senior Integegration Paper,FL,,3,,Foreign Languages
GE,0,Study Hall,COR,,0,,Core
GE,131,College Life,COR,,1,,Core
GE,999,CSTCC / UTC,0,,1,9,Undeclared
GE,XFER,Transfer XFER,,,1,4,
GER,0,German Placement Exam,0,,0,,Undeclared
GER,101,Elementary German I,FL,,4,,Foreign Languages
GER,102,Elementary German II,FL,,4,,Foreign Languages
GER,201,Intermediate German I,FL,,3,,Foreign Languages
GER,202,Intermediate German II,FL,,3,,Foreign Languages
GER,310,German Conversation,FL,,3,,Foreign Languages
GER,315,German Conversation & Reading,FL,,3,,Foreign Languages
GER,320,German Phonetics & Diction,FL,,3,,Foreign Languages
GER,330,German Civilization & Culture,FL,,3,,Foreign Languages
GER,340,Adv German Grammar/Composition,FL,,3,,Foreign Languages
GER,342,Adv Ger Structure&StylisticsII,FL,,3,,Foreign Languages
GER,351,German Literature I,FL,,3,,Foreign Languages
GER,352,German Literature II,FL,,3,,Foreign Languages
GER,353,German Literature III,FL,,3,,Foreign Languages
GER,354,German Literature IV,FL,,3,,Foreign Languages
GER,361,German Culture thruMedia Arts,FL,,3,,Foreign Languages
GER,401,Special Topics,FL,,3,,Foreign Languages
GER,492,Senior Integration Paper,FL,,2,,Foreign Languages
GRE,175,Elementary Greek I,FL,,4,,Foreign Languages
GRE,176,Elementary Greek II,FL,,4,,Foreign Languages
GRE,277,Intermediate Greek I,FL,,3,,Foreign Languages
GRE,278,Intermediate Greek II,FL,,3,,Foreign Languages
GRE,400,Reading in Greek New Testament,FL,,1,3,Foreign Languages
HEB,191,Elementary Hebrew I,FL,,4,,Foreign Languages
HEB,192,Elementary Hebrew II,FL,,4,,Foreign Languages
HEB,200,Inter. Hebrew/Read in Old Test,FL,,1,3,Foreign Languages
HEB,301,Special Topics,FL,,1,3,Foreign Languages
HEB,400,Int Hebrew/Read Old Testament,FL,,1,3,Foreign Languages
HIS,111,U.S. History to 1877,HIS,,3,,History
HIS,111D,U.S. History to 1877 (Georgia),HIS,,3,,History
HIS,112,U.S. History Since 1877,HIS,,3,,History
HIS,112D,US History Since 1877--Georgia,HIS,,3,,History
HIS,150,Introduction to History,HIS,450801,3,,History
HIS,198,Readings in US History to 1877,HIS,,1,,History
HIS,199,Readings in US Hist Since 1877,HIS,,0,1,History
HIS,205,Georgia History,HIS,,2,,History
HIS,213,Formation of Europe to 1550,HIS,450801,3,,History
HIS,214,"Age of Europe, 1550-1871",HIS,450801,3,,History
HIS,217,Amer Pol&Presidential Election,HIS,,3,,History
HIS,218,Studies in US Constit History,HIS,450801,3,,History
HIS,225,Public&Urban Hist/NewYorkCity,HIS,,3,,History
HIS,235,Developing World Since 1945,HIS,450801,3,,History
HIS,241,American Religious History,HIS,,3,,History
HIS,250,The New South,HIS,450801,3,,History
HIS,290,History Special Topics,HIS,450801,1,6,History
HIS,300,Historiography,HIS,450801,3,,History
HIS,302,Tudor-Stuart England 1485-1688,HIS,450801,3,,History
HIS,303,Ancient Greece and Rome,HIS,450801,3,,History
HIS,304,Medieval Civilization,HIS,450801,3,,History
HIS,305,History of Political Theory,HIS,450801,3,,History
HIS,306,History of the Early Church,HIS,450801,3,,History
HIS,307,Modern Britain,HIS,450801,3,,History
HIS,308,Modern Russia,HIS,450801,3,,History
HIS,309,Modern Germany,HIS,450801,3,,History
HIS,311,Hist of the Christian Church,HIS,450801,3,,History
HIS,314,America -The Revolutionary Age,HIS,450801,3,,History
HIS,316,Recent American Hist: 1960s,HIS,450801,3,,History
HIS,317,The American Civil War Era,HIS,450801,3,,History
HIS,319,Progressive Era America,HIS,131328,3,,History
HIS,322,History of Modern China,HIS,450801,3,,History
HIS,325,Twentieth Century World Hist,HIS,450801,3,,History
HIS,327,History of South Africa,HIS,450801,3,,History
HIS,328,Developing World Since 1945,HIS,450801,3,,History
HIS,330,American Environmental History,HIS,450801,3,,History
HIS,332,Modern Middle East,HIS,450801,3,,History
HIS,335,The European Enlightenment,HIS,450801,3,,History
HIS,336,Darwin,HIS,450801,3,,History
HIS,339,Renaissance and Reformation,HIS,450801,3,,History
HIS,340,US 20th Century Foreign Relatn,HIS,450801,3,,History
HIS,341,American Religious History,HIS,450801,3,,History
HIS,349,American Urban History,HIS,450801,3,,History
HIS,350,Summer Reading Seminar,HIS,450801,1,3,History
HIS,351,Hist/Cult African Amer to 1865,HIS,,3,,History
HIS,352,Hist/Cult Afr Amer since 1865,HIS,,3,,History
HIS,370,Hist and Phil of American Educ,HIS,450801,3,,History
HIS,371,Hist/Cult of African Americans,HIS,450801,3,,History
HIS,372,Modern Africa,HIS,450801,3,,History
HIS,390,Special Topics,HIS,450801,1,3,History
HIS,390B,The Enlightenment,IDS,450801,4,,Interdisciplinary Studies
HIS,398,North Amer Indians in Am Hist,HIS,450801,3,,History
HIS,399,Historiography,HIS,450801,3,,History
HIS,400,Independent Study,HIS,450801,1,3,History
HIS,401,Seminar in U.S. History,HIS,450801,3,,History
HIS,409,Seminar in Modern History,HIS,450801,3,,History
HIS,411,History Internship,HIS,,1,6,History
HIS,491,Senior Seminar in History,HIS,450801,3,,History
HIS,492,Senior Integration Paper,HIS,450801,3,,History
ICS,122,Quantitative Microcomputing,ICS,110101,2,,Information & Computer Science
ICS,130L,Comp Program Methodology Lab,ICS,110101,0,,Information & Computer Science
IDS,201,Introduction to IDS,IDS,,3,,Interdisciplinary Studies
IDS,202,Popular Culture,IDS,309999,3,,Interdisciplinary Studies
IDS,205,The Church and Social Concern,IDS,309999,3,,Interdisciplinary Studies
IDS,210,Special Topics in IDS,IDS,309999,0,3,Interdisciplinary Studies
IDS,310,Darwin,IDS,309999,3,,Interdisciplinary Studies
IDS,310G,Darwin,IDS,309999,3,,Interdisciplinary Studies
IDS,315,Rel/SocTheory of 19th Cent Eur,IDS,309999,3,,Interdisciplinary Studies
IDS,320,Worldviews in Conflict,IDS,309999,3,,Interdisciplinary Studies
IDS,335,The European Enlightenment,IDS,309999,3,4,Interdisciplinary Studies
IDS,340,Augustine: Friendship & Societ,IDS,,3,,Interdisciplinary Studies
IDS,345,Athl Sports & Relig/Ancnt Wrld,IDS,,3,,Interdisciplinary Studies
IDS,347,Relig Sex & Love/Ancient World,IDS,,3,,Interdisciplinary Studies
IDS,350,Rhetoric in European Tradition,IDS,,3,,Interdisciplinary Studies
IDS,351,Hist/Cult African Amer to 1865,IDS,,3,,Interdisciplinary Studies
IDS,352,Hist/Cult Afr Amer since 1865,IDS,,3,,Interdisciplinary Studies
IDS,360,Roots of Dutch Neo-Calvinism,IDS,,3,,Interdisciplinary Studies
IDS,371,Hist/Cult of African Americans,IDS,309999,3,4,Interdisciplinary Studies
IDS,399,Independent Study,IDS,309999,1,4,Interdisciplinary Studies
IDS,400,Special Topics,IDS,309999,3,4,Interdisciplinary Studies
IDS,401,Philosophy of Culture,OM,521003,3,,Organizational Management
IDS,408,Interpersonal Communication,OM,521003,3,,Organizational Management
IDS,461,Applied Research Methods I,OM,521003,3,,Organizational Management
IDS,471,Applied Research Methods II,OM,521003,3,,Organizational Management
IDS,492,Senior Integration Paper,IDS,309999,2,,Interdisciplinary Studies
INS,211,International Stu. Internship,INS,,0,3,International Studies
INS,491,Senior Seminar: Int'l Studies,INS,,2,,International Studies
INS,492,Senior Integration Paper,INS,,3,,International Studies
ISL,220,Introduction to Islam,HIS,,2,3,History
LAT,0,Latin Placement Exam,0,,0,,Undeclared
LIN,100,"Myths,Marvels,Mores: Stdy Lang",ENG,,3,,English
LIN,150,Introduction to Linguistics,ENG,,3,,English
LIN,210,Methods in TESOL,ENG,,3,,English
LIN,300,TESOL Practicum,ENG,,2,3,English
LIN,310,Syntax,ENG,,3,,English
LIN,315,Phonology,ENG,,3,,English
LIN,320,Second Language Acquisition,ENG,,3,,English
LIN,401,Special Topics,ENG,,3,,English
LIN,402,Special Topics in TESOL,ENG,,3,,English
LIN,410,Sociolinguistics,ENG,,3,,English
LIN,415,Child Language Acquisition,ENG,,3,,English
LIN,450,Psycholinguistics,ENG,,3,,English
MAT,0,Math Placement Exam,0,,0,,Undeclared
MAT,40,Intermediate Algebra,MAT,,4,,Mathematics
MAT,111,Mathematics for Educators I,MAT,,3,4,Mathematics
MAT,112,Mathematics for Educators II,MAT,,3,4,Mathematics
MAT,122,Concepts in Mathematics,MAT,,3,,Mathematics
MAT,132,Concepts in Mathematics for OM,OM,,3,,Organizational Management
MAT,141,College Algebra,MAT,,4,,Mathematics
MAT,142,Precalculus,MAT,,4,,Mathematics
MAT,144,Finite Mathematics,MAT,,2,4,Mathematics
MAT,145,Calculus I,MAT,,4,,Mathematics
MAT,146,Calculus II,MAT,,4,,Mathematics
MAT,247,Calculus III,MAT,,4,,Mathematics
MAT,248,Differential Equations,MAT,270101,4,,Mathematics
MAT,250,Probability,MAT,,3,,Mathematics
MAT,251,Elementary Statistical Methods,MAT,,4,,Mathematics
MAT,258,Differential Equations,MAT,,4,,Mathematics
MAT,270,Discrete Mathematics,MAT,270101,3,,Mathematics
MAT,290,Proofs and Expositions,MAT,,3,,Mathematics
MAT,310,Linear Algebra,MAT,,3,,Mathematics
MAT,341,Modern Algebra,MAT,,3,,Mathematics
MAT,350,Modern Algebra,MAT,,3,,Mathematics
MAT,360,Modern Geometry I,MAT,,3,,Mathematics
MAT,361,Modern Geometry II,MAT,,3,,Mathematics
MAT,401,Adv Topics in Mathematics,MAT,,4,,Mathematics
MAT,402,Adv Topics in Mathematics,MAT,,4,,Mathematics
MAT,405,Mathematical Methds of Physics,MAT,270101,4,,Mathematics
MAT,410,Mathematical Logic,MAT,,3,,Mathematics
MAT,460,Real Analysis,MAT,,3,,Mathematics
MAT,470,Topology,MAT,,3,,Mathematics
MAT,480,Advanced Topics in Mathematics,MAT,,3,,Mathematics
MAT,492,Senior Integration Paper,MAT,,2,,Mathematics
MGT,400,Group and Team Dynamics,OM,521003,3,,Organizational Management
MGT,410,Managerial Communication,OM,521003,3,,Organizational Management
MGT,420,Managerial Ethics,OM,521003,3,,Organizational Management
MGT,421,Prior Learning Assesment,OM,521003,1,,Organizational Management
MGT,425,Readings in Organizational Mgt,OM,521003,3,,Organizational Management
MGT,425E,Readings in Org Mgmt,MGT,529999,3,,Management
MGT,426,Creative Problem Solving,OM,521003,3,,Organizational Management
MGT,426E,Creative Problem Solving,MGT,529999,3,,Management
MGT,430,Principles of Management,OM,521003,3,,Organizational Management
MGT,435,Conflict Mgmt I:  Survey,OM,521003,3,,Organizational Management
MGT,435E,Conflict Mgmt I: Survey,MGT,529999,3,,Management
MGT,436,Conflict Mgmt II:  Skills,OM,521003,3,,Organizational Management
MGT,436E,Conflict Management II: Skills,MGT,529999,3,,Management
MGT,437,Conflict Mgmt III: Application,OM,521003,3,,Organizational Management
MGT,437E,Conflict Mgmt III:Application,MGT,529999,3,,Management
MGT,440,Principles of Leadership,OM,521003,3,,Organizational Management
MGT,446,Managing Improvement,OM,,3,,Organizational Management
MGT,450,Organizational Behavior,OM,521003,3,,Organizational Management
MGT,460,Human Resource Management,OM,521003,3,,Organizational Management
MGT,470,Managerial Marketing,OM,521003,3,,Organizational Management
MGT,480,Entrepreneurship,OM,521003,3,,Organizational Management
MGT,490,Strategic Mgmt I: Concepts,OM,521003,3,,Organizational Management
MGT,495,Strategic Mgmt II:Applications,OM,521003,3,,Organizational Management
MIS,201,Introduction to Missions,BIB,390201,3,,Biblical & Theological Studies
MIS,202,Theology of Missions,BIB,390201,3,,Biblical & Theological Studies
MIS,203,Missionary Methods & Problems,BIB,390201,3,,Biblical & Theological Studies
MIS,204,Missions Practicum,BIB,390201,1,3,Biblical & Theological Studies
MIS,297,Special Topics,BIB,390201,1,3,Biblical & Theological Studies
MIS,301,History of Missions,BIB,390201,3,,Biblical & Theological Studies
MIS,302,World Religions,BIB,390201,3,,Biblical & Theological Studies
MIS,303,Alternative Religious Movement,BIB,390201,3,,Biblical & Theological Studies
MIS,380,Evangelism,BIB,,2,3,Biblical & Theological Studies
MIS,404,Missions Practicum,BIB,390201,1,3,Biblical & Theological Studies
MKT,300,Principles of Marketing,BUS,450601,3,,Business
MKT,331,Retailing,BUS,450601,3,,Business
MKT,332,Consumer Behavior,BUS,450601,3,,Business
MKT,335,Promotion,BUS,450601,3,,Business
MKT,336,Principles of Transp/Distrib,BUS,450601,3,,Business
MKT,410,Marketing Research,BUS,450601,3,,Business
MKT,415,Marketing Management,BUS,450601,3,,Business
MKT,499,Selected Topics,BUS,450601,3,,Business
MSP,141,Character of Leadership I,MSP,,2,,Maclellan Scholars Program
MSP,142,Character of Leadership II,MSP,,1,,Maclellan Scholars Program
MSP,143,Character of Leadership,MSP,,3,,Maclellan Scholars Program
MSP,251,Introduction to Rhetoric,MSP,,1,,Maclellan Scholars Program
MSP,252,Applied Rhetoric,MSP,,0,1,Maclellan Scholars Program
MSP,253,Leadership in Context,MSP,,2,,Maclellan Scholars Program
MSP,343,Issues in Leadership,MSP,,0,1,Maclellan Scholars Program
MSP,344,Practicum in Leadership,MSP,,1,,Maclellan Scholars Program
MSP,411,MSP Internship,MSP,,1,4,Maclellan Scholars Program
MUS,100,Generic Music Lessons,MUS,,0,2,Music
MUS,101,1st Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,101A,Applied Music lesson: Elective,MUS,,0,1,Music
MUS,101B,Applied Music lesson: Elective,MUS,,0,2,Music
MUS,102,1st Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,102A,Applied Music lesson: Voice,MUS,,0,1,Music
MUS,102B,Applied Music lesson: Voice,MUS,,0,2,Music
MUS,103,1st Year Applied Music Lessons,MUS,500903,0,2,Music
MUS,103A,Applied Music lesson: Piano,MUS,,0,1,Music
MUS,103B,Applied Music lesson: Piano,MUS,,0,2,Music
MUS,104,1st Year Applied Music Lessons,MUS,500903,0,2,Music
MUS,104A,Applied Music lesson: Strings,MUS,,0,1,Music
MUS,104B,Applied Music lesson: Strings,MUS,,0,2,Music
MUS,105,1st Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,105A,Applied Music lesson: Woodwind,MUS,,0,1,Music
MUS,105B,Applied Music lesson: Woodwind,MUS,,0,2,Music
MUS,106,1st Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,106A,Applied Music lesson: Brass,MUS,,0,1,Music
MUS,106B,Applied Music lesson: Brass,MUS,,0,2,Music
MUS,107,Secondary Applied Music,MUS,,0,1,Music
MUS,107A,Applied MUS lesson: Percussion,MUS,,0,1,Music
MUS,107B,Applied MUS lesson: Percussion,MUS,,0,2,Music
MUS,108,Secondary Applied Music,MUS,,0,1,Music
MUS,108A,Applied Music lesson: Other,MUS,,0,1,Music
MUS,108B,Applied Music lesson: Other,MUS,,0,2,Music
MUS,109,1st Year Applied Music Leesons,MUS,,0,2,Music
MUS,110,Class Voice,MUS,,0,1,Music
MUS,111,Performance Seminar,MUS,,0,,Music
MUS,113,Music Lesson: 1/2-hour primary,MUS,,0,2,Music
MUS,114,Music Lesson: 1/2-hour secndry,MUS,,0,2,Music
MUS,115,Music Lesson: 1-hour primary,MUS,,0,2,Music
MUS,116,Music Lesson: 1-hour secondary,MUS,,0,2,Music
MUS,122,Basic Music Theory,MUS,500901,3,,Music
MUS,161,Intro to Musical Structure,MUS,,3,,Music
MUS,162,Elem. Conc. of Music Structure,MUS,,3,,Music
MUS,163,Ear Training I,MUS,,1,,Music
MUS,164,Aural Comprehension I,MUS,,1,,Music
MUS,170,Music Appreciation,MUS,,3,,Music
MUS,171,Introduction to Musical Style,MUS,500901,3,,Music
MUS,193,Covenant Chorale,MUS,,0,1,Music
MUS,194,Covenant Chorale,MUS,,0,1,Music
MUS,195,Chamber Singers,MUS,,0,1,Music
MUS,196,Chamber Singers,MUS,,0,1,Music
MUS,197,Covenant Singers,MUS,,0,1,Music
MUS,198,Covenant Singers,MUS,,0,1,Music
MUS,199,Special Topics,MUS,,0,1,Music
MUS,200,Piano Proficiency,MUS,,0,,Music
MUS,201,2nd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,201A,Music Lesson: Elective,MUS,,0,1,Music
MUS,201B,Music Lesson: Elective,MUS,,0,2,Music
MUS,202,2nd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,202A,Music Lesson: Voice,MUS,,0,1,Music
MUS,202B,Music Lesson: Voice,MUS,,0,2,Music
MUS,203,2nd Year Applied Music Lessons,MUS,500903,0,2,Music
MUS,203A,Music Lesson: Piano,MUS,,0,1,Music
MUS,203B,Music Lesson: Piano,MUS,,0,2,Music
MUS,204,2nd Year Applied Music Lessons,MUS,500903,0,2,Music
MUS,204A,Music Lesson: Strings,MUS,,0,1,Music
MUS,204B,Music Lesson: Strings,MUS,,0,2,Music
MUS,205,2nd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,205A,Music Lesson: Woodwind,MUS,,0,1,Music
MUS,205B,Music Lesson - Woodwind,MUS,,0,2,Music
MUS,206,2nd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,206A,Music Lesson: Brass,MUS,,0,1,Music
MUS,206B,Music Lesson: Brass,MUS,,0,2,Music
MUS,207,Secondary Applied Music,MUS,,0,1,Music
MUS,207A,Music Lesson: Percussion,MUS,,0,1,Music
MUS,207B,Music Lesson: Percussion,MUS,,0,2,Music
MUS,208,Secondary Applied Music,MUS,,0,1,Music
MUS,208A,Music Lesson: Other,MUS,,0,1,Music
MUS,208B,Music Lesson: Other,MUS,,0,2,Music
MUS,209,2nd Year Applied Music Lessons,MUS,,0,2,Music
MUS,210,2nd Year Applied Music Lessons,MUS,,0,2,Music
MUS,211,Composition I,MUS,,0,1,Music
MUS,212,Composition II,MUS,,0,1,Music
MUS,220,Music Arranging & Composition,MUS,,3,,Music
MUS,221,String Methods,MUS,,1,,Music
MUS,222,Woodwind Methods,MUS,,1,,Music
MUS,223,Brass Methods,MUS,,1,,Music
MUS,224,Percussion Methods,MUS,,1,,Music
MUS,241,Basic Music Technology,MUS,,3,,Music
MUS,245,Intro to Musical Theatre,MUS,,3,,Music
MUS,251,Choral Diction,MUS,500901,1,,Music
MUS,252,Introduction to Diction,MUS,,1,,Music
MUS,253,Italian Diction,MUS,,1,,Music
MUS,254,German Diction,MUS,,1,,Music
MUS,255,French Diction,MUS,,1,,Music
MUS,261,Int. Conc. of Music Structure,MUS,,3,,Music
MUS,262,Adv. Conc. of Music Structure,MUS,,3,,Music
MUS,263,Aural Comprehension II,MUS,,1,,Music
MUS,264,Aural Comprehension III,MUS,,1,,Music
MUS,271,Medieval and Renaissance Music,MUS,,3,,Music
MUS,272,Baroque Music,MUS,,3,,Music
MUS,275,The Context of Dramatic Music,MUS,,3,,Music
MUS,282,Basic Conducting,MUS,,3,,Music
MUS,283,Covenant Jazz Ensemble,MUS,,0,1,Music
MUS,284,Covenant Jazz Ensemble,MUS,,0,1,Music
MUS,291,Symphonic Wind Ensemble,MUS,,1,,Music
MUS,292,Symphonic Wind Ensemble,MUS,,1,,Music
MUS,293,Chamber Orchestra,MUS,,0,1,Music
MUS,294,Chamber Orchestra,MUS,,0,1,Music
MUS,295,Brass Choir,MUS,,0,1,Music
MUS,296,Brass Choir,MUS,,0,1,Music
MUS,297,Instrumental Ensemble,MUS,,0,1,Music
MUS,298,Instrumental Ensemble,MUS,,0,1,Music
MUS,299,Special Topics,MUS,500901,2,3,Music
MUS,301,3rd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,301A,Music Lesson-Elective,MUS,,0,1,Music
MUS,301B,Music Lesson - Elective,MUS,,0,2,Music
MUS,302,3rd Year Applied Music Lessons,MUS,500903,0,1,Music
MUS,302A,Music Lesson-Voice,MUS,,0,1,Music
MUS,302B,Music Lesson - Voice,MUS,,0,2,Music
MUS,303,3rd Year Applied Music Lessons,MUS,500903,0,2,Music
MUS,303A,Music Lesson-Piano,MUS,,0,1,Music
MUS,303B,Music Lesson-Piano,MUS,,0,2,Music
